LONG_ID,ELDERLY,WORKING_AGE,YOUTH
39151 2017,70708,211840,89529
39151 2018,72293,210549,88732
39153 2010,79103,324328,138215
39153 2011,79961,325232,136073
39153 2012,82925,323930,133850
39153 2013,85322,324212,132400
39153 2014,87631,323610,131221
39153 2015,89666,322447,129720
39153 2016,91811,320962,128322
39153 2017,94541,319792,127409
39153 2018,97232,318409,126277
39155 2010,36632,121887,51318
39155 2011,36811,121529,50474
39155 2012,37947,119959,49282
39155 2013,38691,119162,48475
39155 2014,39533,117987,47462
39155 2015,40367,116241,46728
39155 2016,41194,114477,46038
39155 2017,42042,112922,45350
39155 2018,42931,110872,44824
39157 2010,15200,53266,24085
39157 2011,15351,53390,23743
39157 2012,15829,53122,23467
39157 2013,16204,53013,23393
39157 2014,16641,52700,23327
39157 2015,16989,52471,23313
39157 2016,17352,52064,23184
39157 2017,17690,51542,23179
39157 2018,18075,51069,23032
39159 2010,4989,32027,15394
39159 2011,5168,32452,15425
39159 2012,5493,31980,15276
39159 2013,5768,32375,15248
39159 2014,5967,32769,14987
39159 2015,6170,33182,15001
39159 2016,6426,33975,15159
39159 2017,6748,34644,15405
39159 2018,7116,35100,15619
39161 2010,4679,16145,7853
39161 2011,4764,16149,7710
39161 2012,4912,16092,7631
39161 2013,4959,15982,7407
39161 2014,5006,15964,7362
39161 2015,5069,15974,7282
39161 2016,5169,15830,7178
39161 2017,5266,15819,7206
39161 2018,5366,15727,7188
39163 2010,1874,7844,3687
39163 2011,1915,7872,3591
39163 2012,1983,7815,3423
39163 2013,2026,7892,3385
39163 2014,2075,7800,3336
39163 2015,2133,7696,3254
39163 2016,2190,7613,3218
39163 2017,2263,7644,3194
39163 2018,2338,7648,3153
39165 2010,23272,127111,63068
39165 2011,24176,128108,63052
39165 2012,25716,128694,62818
39165 2013,27038,129483,62723
39165 2014,28374,130248,62684
39165 2015,29630,131529,62741
39165 2016,30979,133042,62561
39165 2017,32353,133687,62819
39165 2018,33646,135617,62910
39167 2010,10836,36259,14615
39167 2011,10947,36236,14410
39167 2012,11265,35900,14268
39167 2013,11467,35714,14174
39167 2014,11776,35401,13975
39167 2015,11937,35245,13825
39167 2016,12211,34812,13554
39167 2017,12399,34557,13506
39167 2018,12663,34115,13377
39169 2010,16717,65047,32627
39169 2011,16909,65360,32368
39169 2012,17589,65159,32274
39169 2013,18101,65137,32159
39169 2014,18736,65118,32064
39169 2015,19234,64919,32087
39169 2016,19732,64837,32101
39169 2017,20181,64154,31912
39169 2018,20727,63663,31577
39171 2010,6018,21673,9816
39171 2011,6094,21744,9740
39171 2012,6284,21586,9647
39171 2013,6375,21461,9587
39171 2014,6447,21334,9409
39171 2015,6556,21142,9306
39171 2016,6714,20923,9299
39171 2017,6814,20688,9244
39171 2018,6928,20665,9211
39173 2010,15476,76727,33749
39173 2011,15733,77364,34009
39173 2012,16536,77864,34016
39173 2013,17119,78072,33811
39173 2014,17790,77974,33572
39173 2015,18317,77778,33211
39173 2016,18868,77731,33209
39173 2017,19445,77814,33273
39173 2018,19998,77551,33147
39175 2010,3677,12899,6011
39175 2011,3716,12957,5964
39175 2012,3809,12835,5896
39175 2013,3897,12730,5829
39175 2014,3960,12593,5728
39175 2015,4016,12505,5657
39175 2016,4094,12440,5541
39175 2017,4166,12409,5489
39175 2018,4273,12248,5414
40001 2010,2953,12767,7018
40001 2011,3023,12743,6794
40001 2012,3117,12594,6601
40001 2013,3216,12530,6562
40001 2014,3278,12461,6498
40001 2015,3350,12341,6416
40001 2016,3433,12292,6431
40001 2017,3472,12180,6329
40001 2018,3512,12177,6393
40003 2010,1134,3391,1102
40003 2011,1121,3410,1110
40003 2012,1111,3427,1123
40003 2013,1084,3532,1232
40003 2014,1067,3510,1235
40003 2015,1077,3541,1285
40003 2016,1103,3501,1310
40003 2017,1116,3470,1314
40003 2018,1129,3385,1240
40005 2010,2304,8202,3710
40005 2011,2341,8154,3672
40005 2012,2445,8047,3538
40005 2013,2516,7923,3461
40005 2014,2574,7936,3412
40005 2015,2623,7831,3429
40005 2016,2656,7783,3452
40005 2017,2702,7737,3399
40005 2018,2746,7692,3400
40007 2010,879,3164,1604
40007 2011,899,3164,1574
40007 2012,927,3112,1545
40007 2013,956,3070,1532
40007 2014,974,3025,1525
40007 2015,998,2917,1530
40007 2016,1024,2853,1549
40007 2017,1040,2800,1521
40007 2018,1049,2748,1522
40009 2010,2813,13379,5868
40009 2011,2817,13542,5947
40009 2012,2840,14039,6190
40009 2013,2831,14206,6432
40009 2014,2847,14201,6551
40009 2015,2915,14100,6546
40009 2016,2996,13346,6091
40009 2017,3048,12908,5848
40009 2018,3114,12812,5783
40011 2010,1731,5355,2822
40011 2011,1722,5282,2675
40011 2012,1734,5320,2746
40011 2013,1738,5286,2757
40011 2014,1739,5287,2809
40011 2015,1785,5130,2834
40011 2016,1805,5020,2764
40011 2017,1829,4958,2723
40011 2018,1862,4924,2699
40013 2010,6721,24512,11350
40013 2011,6876,24993,11268
40013 2012,7171,24950,11330
40013 2013,7422,25160,11536
40013 2014,7594,25247,11654
40013 2015,7921,25346,11774
40013 2016,8120,25502,11985
40013 2017,8294,25940,12226
40013 2018,8477,26281,12434
40015 2010,4369,17055,8279
40015 2011,4401,17026,8184
40015 2012,4502,17001,8242
40015 2013,4581,16839,8178
40015 2014,4616,16710,8131
40015 2015,4735,16550,8144
40015 2016,4817,16546,8214
40015 2017,4856,16338,8076
40015 2018,4881,16119,7977
40017 2010,12712,69617,34012
40017 2011,13151,71481,34775
40017 2012,14088,72940,35514
40017 2013,14811,74725,36456
40017 2014,15590,76628,37165
40017 2015,16309,78733,38187
40017 2016,17151,80395,38890
40017 2017,17968,82461,39624
40017 2018,18770,84742,40935
40019 2010,7221,27195,13392
40019 2011,7180,27399,13475
40019 2012,7351,27365,13300
40019 2013,7436,27589,13436
40019 2014,7496,27629,13456
40019 2015,7595,27580,13381
40019 2016,7771,27264,13386
40019 2017,7927,27022,13346
40019 2018,8103,26873,13201
40021 2010,6372,27341,13393
40021 2011,6546,27724,13409
40021 2012,6827,27887,13258
40021 2013,6988,27759,13111
40021 2014,7232,27854,13151
40021 2015,7440,27939,12994
40021 2016,7752,28064,12971
40021 2017,7948,28024,12953
40021 2018,8130,27969,12576
40023 2010,2776,8412,4046
40023 2011,2831,8413,4026
40023 2012,2891,8288,3982
40023 2013,2903,8160,3970
40023 2014,2925,8148,4023
40023 2015,2948,8070,3958
40023 2016,2956,8008,3909
40023 2017,2984,7926,3905
40023 2018,3036,7792,3840
40025 2010,535,1265,669
40025 2011,527,1272,669
40025 2012,529,1245,611
40025 2013,515,1204,590
40025 2014,517,1169,587
40025 2015,522,1099,583
40025 2016,525,1062,579
40025 2017,538,1028,583
40025 2018,548,1023,582
40027 2010,26426,161234,69419
40027 2011,27387,164626,70075
40027 2012,29023,166673,70567
40027 2013,30484,168687,70820
40027 2014,31775,168023,70069
40027 2015,33325,170172,70584
40027 2016,34780,172058,71284
40027 2017,36200,172536,71192
40027 2018,37659,173091,70919
40029 2010,1051,3192,1651
40029 2011,1078,3193,1639
40029 2012,1101,3154,1627
40029 2013,1113,3075,1556
40029 2014,1112,3060,1538
40029 2015,1117,2990,1486
40029 2016,1127,3028,1482
40029 2017,1118,3029,1484
40029 2018,1121,2955,1444
40031 2010,12754,76478,36167
40031 2011,12877,76943,36276
40031 2012,13213,77625,35753
40031 2013,13544,76498,34962
40031 2014,13912,76415,34496
40031 2015,14363,75562,34122
40031 2016,14662,73825,33281
40031 2017,14900,73687,33159
40031 2018,15192,72634,32596
40033 2010,1048,3452,1671
40033 2011,1060,3482,1625
40033 2012,1076,3465,1606
40033 2013,1115,3455,1580
40033 2014,1137,3402,1578
40033 2015,1159,3314,1518
40033 2016,1135,3279,1505
40033 2017,1133,3259,1451
40033 2018,1119,3244,1413
40035 2010,2629,8639,3788
40035 2011,2647,8619,3712
40035 2012,2700,8441,3615
40035 2013,2754,8383,3555
40035 2014,2772,8288,3569
40035 2015,2791,8309,3609
40035 2016,2779,8162,3527
40035 2017,2800,8053,3502
40035 2018,2800,8029,3477
40037 2010,10540,40426,19240
40037 2011,10761,40691,19149
40037 2012,11156,40643,18931
40037 2013,11384,40394,18769
40037 2014,11692,40122,18717
40037 2015,11933,40075,18751
40037 2016,12172,40159,18801
40037 2017,12437,40398,18939
40037 2018,12638,40194,18772
40039 2010,3655,16119,7704
40039 2011,3612,16383,7706
40039 2012,3690,16831,7982
40039 2013,3716,17190,8317
40039 2014,3759,17182,8485
40039 2015,3759,17183,8540
40039 2016,3831,16891,8435
40039 2017,3900,16637,8405
40039 2018,4018,16561,8457
40041 2010,8636,22722,10223
40041 2011,8951,22659,10007
40041 2012,9270,22491,9875
40041 2013,9486,22381,9750
40041 2014,9795,22202,9693
40041 2015,10001,22123,9523
40041 2016,10288,22146,9476
40041 2017,10465,22568,9549
40041 2018,10681,22598,9454
40043 2010,951,2538,1318
40043 2011,938,2526,1311
40043 2012,950,2526,1330
40043 2013,947,2553,1344
40043 2014,958,2578,1418
40043 2015,951,2603,1416
40043 2016,948,2546,1391
40043 2017,929,2525,1433
40043 2018,902,2551,1441
40045 2010,795,2252,1111
40045 2011,796,2195,1049
40045 2012,819,2177,1084
40045 2013,836,2225,1073
40045 2014,839,2240,1040
40045 2015,850,2269,1106
40045 2016,865,2176,1046
40045 2017,869,2106,1000
40045 2018,886,2074,992
40047 2010,9276,34930,16530
40047 2011,9176,34973,16606
40047 2012,9375,35178,16857
40047 2013,9445,35562,17380
40047 2014,9509,35699,17606
40047 2015,9573,35740,17972
40047 2016,9730,35026,17690
40047 2017,9860,34335,17297
40047 2018,9982,33841,17090
40049 2010,4740,15420,7393
40049 2011,4689,15384,7372
40049 2012,4702,15231,7397
40049 2013,4713,15312,7390
40049 2014,4742,15359,7503
40049 2015,4738,15464,7699
40049 2016,4793,15443,7693
40049 2017,4897,15330,7643
40049 2018,4987,15234,7590
40051 2010,7189,30703,14549
40051 2011,7288,30984,14476
40051 2012,7585,31015,14436
40051 2013,7851,31251,14549
40051 2014,8057,31320,14521
40051 2015,8231,31590,14777
40051 2016,8427,31674,14629
40051 2017,8698,31611,14578
40051 2018,9014,31845,14692
40053 2010,959,2435,1141
40053 2011,954,2458,1142
40053 2012,944,2422,1155
40053 2013,916,2443,1149
40053 2014,907,2399,1153
40053 2015,904,2382,1200
40053 2016,927,2337,1177
40053 2017,946,2298,1136
40053 2018,951,2260,1115
40055 2010,1069,3786,1352
40055 2011,1072,3770,1296
40055 2012,1101,3694,1255
40055 2013,1102,3695,1337
40055 2014,1095,3672,1350
40055 2015,1068,3628,1333
40055 2016,1050,3593,1309
40055 2017,1038,3494,1265
40055 2018,1036,3502,1283
40057 2010,499,1589,829
40057 2011,506,1576,840
40057 2012,520,1565,811
40057 2013,535,1552,787
40057 2014,522,1499,762
40057 2015,532,1502,731
40057 2016,531,1448,717
40057 2017,528,1441,728
40057 2018,525,1410,729
40059 2010,688,1982,1027
40059 2011,677,2003,1033
40059 2012,672,2020,1019
40059 2013,684,2108,1079
40059 2014,678,2116,1100
40059 2015,674,2079,1094
40059 2016,680,2062,1096
40059 2017,692,2042,1124
40059 2018,686,2009,1102
40061 2010,2256,6978,3530
40061 2011,2280,6963,3481
40061 2012,2377,6953,3434
40061 2013,2412,7027,3423
40061 2014,2466,6923,3385
40061 2015,2505,6840,3355
40061 2016,2529,6811,3310
40061 2017,2536,6864,3329
40061 2018,2570,6832,3266
40063 2010,2419,8148,3464
40063 2011,2399,8033,3311
40063 2012,2439,7956,3256
40063 2013,2455,7916,3262
40063 2014,2468,7921,3287
40063 2015,2491,7836,3259
40063 2016,2473,7707,3231
40063 2017,2483,7653,3156
40063 2018,2509,7644,3182
40065 2010,3438,15364,7681
40065 2011,3421,15376,7623
40065 2012,3459,15244,7526
40065 2013,3504,15145,7463
40065 2014,3537,14995,7294
40065 2015,3568,14778,7121
40065 2016,3599,14687,7180
40065 2017,3630,14440,7143
40065 2018,3701,14318,6930
40067 2010,1243,3510,1696
40067 2011,1246,3554,1658
40067 2012,1240,3511,1591
40067 2013,1251,3490,1618
40067 2014,1260,3398,1636
40067 2015,1268,3363,1637
40067 2016,1282,3329,1643
40067 2017,1288,3274,1613
40067 2018,1307,3206,1610
40069 2010,1827,6127,3048
40069 2011,1826,6177,3066
40069 2012,1870,6120,2973
40069 2013,1912,6115,2955
40069 2014,1982,6115,2995
40069 2015,2036,6029,2892
40069 2016,2096,6024,2991
40069 2017,2110,6014,2973
40069 2018,2129,5908,2912
40071 2010,7937,25438,13058
40071 2011,7916,25139,12806
40071 2012,8034,24953,12716
40071 2013,8117,24797,12652
40071 2014,8237,24662,12588
40071 2015,8300,24380,12594
40071 2016,8393,24089,12475
40071 2017,8431,23735,12356
40071 2018,8539,23369,12253
40073 2010,2252,8409,4384
40073 2011,2253,8469,4413
40073 2012,2296,8403,4299
40073 2013,2327,8510,4441
40073 2014,2341,8578,4561
40073 2015,2355,8584,4617
40073 2016,2409,8579,4585
40073 2017,2457,8560,4646
40073 2018,2523,8594,4699
40075 2010,1744,5284,2414
40075 2011,1741,5275,2406
40075 2012,1751,5214,2391
40075 2013,1735,5161,2446
40075 2014,1763,5110,2407
40075 2015,1757,4992,2364
40075 2016,1747,4934,2339
40075 2017,1730,4838,2294
40075 2018,1729,4749,2251
40077 2010,1959,6120,3074
40077 2011,1986,6135,3047
40077 2012,2076,5997,2916
40077 2013,2137,5903,2735
40077 2014,2169,5846,2745
40077 2015,2209,5711,2682
40077 2016,2238,5617,2675
40077 2017,2252,5488,2610
40077 2018,2270,5418,2543
40079 2010,7720,28920,13860
40079 2011,7886,29036,13439
40079 2012,8117,28686,13280
40079 2013,8240,28548,13261
40079 2014,8419,28294,13252
40079 2015,8588,28026,13170
40079 2016,8682,28024,13236
40079 2017,8869,27788,13217
40079 2018,9038,27693,13249
40081 2010,5295,19475,9586
40081 2011,5385,19403,9466
40081 2012,5597,19255,9311
40081 2013,5749,19239,9253
40081 2014,5869,19345,9319
40081 2015,6049,19474,9407
40081 2016,6155,19412,9305
40081 2017,6287,19415,9315
40081 2018,6400,19415,9105
40083 2010,5306,24435,12316
40083 2011,5424,24817,12336
40083 2012,5734,24988,12330
40083 2013,5946,25372,12519
40083 2014,6229,25847,12612
40083 2015,6548,26136,12676
40083 2016,6821,26474,12754
40083 2017,7128,26850,12855
40083 2018,7461,27085,12745
40085 2010,1610,5313,2489
40085 2011,1618,5267,2494
40085 2012,1703,5286,2566
40085 2013,1733,5300,2650
40085 2014,1760,5312,2649
40085 2015,1802,5342,2641
40085 2016,1828,5427,2719
40085 2017,1898,5449,2705
40085 2018,1935,5497,2702
40087 2010,4603,20053,10080
40087 2011,4743,20223,10234
40087 2012,4939,20415,10238
40087 2013,5165,20876,10428
40087 2014,5433,21305,10517
40087 2015,5638,21676,10671
40087 2016,5820,22012,10779
40087 2017,5991,22379,10964
40087 2018,6194,22655,11136
40089 2010,5169,18560,9472
40089 2011,5317,18573,9418
40089 2012,5474,18468,9375
40089 2013,5559,18333,9303
40089 2014,5650,18229,9281
40089 2015,5718,18168,9238
40089 2016,5769,18020,9178
40089 2017,5839,17942,9096
40089 2018,5961,17741,9001
40091 2010,4455,11130,4676
40091 2011,4510,11089,4661
40091 2012,4646,10939,4608
40091 2013,4745,10783,4581
40091 2014,4793,10625,4543
40091 2015,4845,10514,4457
40091 2016,4882,10497,4388
40091 2017,4954,10403,4378
40091 2018,5004,10412,4399
40093 2010,1453,4161,1904
40093 2011,1454,4193,1988
40093 2012,1476,4170,2048
40093 2013,1478,4163,2063
40093 2014,1495,4185,2100
40093 2015,1502,4150,2107
40093 2016,1510,4099,2124
40093 2017,1550,4025,2099
40093 2018,1600,3947,2097
40095 2010,3159,8577,4100
40095 2011,3187,8560,4199
40095 2012,3304,8481,4229
40095 2013,3356,8538,4165
40095 2014,3412,8579,4162
40095 2015,3523,8524,4213
40095 2016,3540,8533,4176
40095 2017,3600,8646,4167
40095 2018,3650,8899,4257
40097 2010,6521,23222,11564
40097 2011,6581,23271,11463
40097 2012,6720,23076,11353
40097 2013,6863,23043,11053
40097 2014,7054,22999,10864
40097 2015,7122,22980,10783
40097 2016,7316,22972,10733
40097 2017,7446,22924,10599
40097 2018,7576,22951,10580
40099 2010,2380,7593,3551
40099 2011,2406,7620,3568
40099 2012,2482,7668,3468
40099 2013,2544,7587,3550
40099 2014,2586,7629,3548
40099 2015,2594,7668,3590
40099 2016,2637,7722,3547
40099 2017,2688,7695,3516
40099 2018,2754,7658,3541
40101 2010,10452,41069,19597
40101 2011,10461,40906,19389
40101 2012,10714,40525,19303
40101 2013,10928,40159,19105
40101 2014,11098,39688,18957
40101 2015,11209,39229,18893
40101 2016,11225,38947,18854
40101 2017,11300,38902,18757
40101 2018,11433,38433,18496
40103 2010,1927,6509,3119
40103 2011,1921,6545,3100
40103 2012,1975,6500,3043
40103 2013,2000,6423,2985
40103 2014,2035,6438,3059
40103 2015,2107,6369,3058
40103 2016,2146,6282,2965
40103 2017,2179,6199,2928
40103 2018,2187,6199,2903
40105 2010,1901,5831,2788
40105 2011,1894,5903,2813
40105 2012,1949,5907,2741
40105 2013,1958,5859,2726
40105 2014,1991,5843,2656
40105 2015,1982,5864,2661
40105 2016,1999,5826,2579
40105 2017,1983,5764,2550
40105 2018,1962,5719,2537
40107 2010,2041,7035,3148
40107 2011,2023,7055,3249
40107 2012,2054,7008,3271
40107 2013,2077,7016,3203
40107 2014,2069,6953,3148
40107 2015,2058,6937,3121
40107 2016,2060,6923,3108
40107 2017,2084,6927,3087
40107 2018,2144,6939,3015
40109 2010,86616,432469,201702
40109 2011,87412,438966,204632
40109 2012,90678,445467,207683
40109 2013,93506,451670,211460
40109 2014,96050,456321,214945
40109 2015,98634,460847,218348
40109 2016,101668,462717,220948
40109 2017,104800,461060,221337
40109 2018,108318,461736,222528
40111 2010,6315,22561,11206
40111 2011,6305,22493,10985
40111 2012,6437,22288,10840
40111 2013,6559,22163,10691
40111 2014,6735,21850,10512
40111 2015,6824,21676,10579
40111 2016,6934,21603,10551
40111 2017,7100,21245,10503
40111 2018,7241,20948,10146
40113 2010,7348,27484,12670
40113 2011,7497,27707,12579
40113 2012,7740,27379,12344
40113 2013,7988,27284,12122
40113 2014,8307,27117,12070
40113 2015,8633,26784,11925
40113 2016,8940,26597,11841
40113 2017,9171,26606,11551
40113 2018,9386,26361,11267
40115 2010,5430,17432,8994
40115 2011,5450,17477,8929
40115 2012,5493,17644,9003
40115 2013,5592,17517,9021
40115 2014,5658,17312,8935
40115 2015,5673,17181,8991
40115 2016,5705,16970,8903
40115 2017,5713,16826,8786
40115 2018,5720,16794,8661
40117 2010,2734,9356,4508
40117 2011,2743,9418,4576
40117 2012,2827,9289,4336
40117 2013,2867,9239,4358
40117 2014,2970,9075,4318
40117 2015,3033,9103,4312
40117 2016,3054,9086,4348
40117 2017,3106,9035,4310
40117 2018,3164,8965,4261
40119 2010,8074,49286,20039
40119 2011,8216,49827,20180
40119 2012,8543,49820,20361
40119 2013,8802,50276,20625
40119 2014,9028,50825,20678
40119 2015,9326,51185,20813
40119 2016,9637,51205,20957
40119 2017,9952,50923,20992
40119 2018,10308,50668,21064
40121 2010,8048,26577,11158
40121 2011,8110,26503,11083
40121 2012,8215,26256,11050
40121 2013,8291,25992,10971
40121 2014,8342,25706,10787
40121 2015,8463,25455,10793
40121 2016,8497,25167,10677
40121 2017,8655,24816,10674
40121 2018,8790,24464,10623
40123 2010,5585,21811,10203
40123 2011,5592,21963,10205
40123 2012,5766,21973,10341
40123 2013,5902,21955,10321
40123 2014,5983,21972,10353
40123 2015,6097,21933,10324
40123 2016,6188,21892,10445
40123 2017,6254,21588,10512
40123 2018,6316,21409,10522
40125 2010,9966,40022,19645
40125 2011,10048,40443,19554
40125 2012,10380,40673,19461
40125 2013,10658,40751,19498
40125 2014,10927,40974,19638
40125 2015,11154,40816,19525
40125 2016,11365,41189,19487
40125 2017,11570,41303,19375
40125 2018,11854,41460,19365
40127 2010,2356,6354,2882
40127 2011,2338,6265,2803
40127 2012,2365,6168,2706
40127 2013,2431,6096,2663
40127 2014,2452,5993,2658
40127 2015,2436,5999,2709
40127 2016,2491,5903,2656
40127 2017,2529,5891,2697
40127 2018,2572,5892,2715
40129 2010,638,2005,1005
40129 2011,645,2048,1066
40129 2012,667,2046,1052
40129 2013,692,2014,1025
40129 2014,695,2024,1041
40129 2015,731,1994,1051
40129 2016,734,1923,1018
40129 2017,746,1926,999
40129 2018,760,1898,998
40131 2010,11670,50246,25084
40131 2011,11967,50645,24942
40131 2012,12587,50900,24633
40131 2013,12946,51308,24498
40131 2014,13400,51601,24396
40131 2015,13728,52106,24310
40131 2016,14214,52637,24217
40131 2017,14574,52924,23981
40131 2018,15081,53094,23809
40133 2010,4099,14089,7294
40133 2011,4144,14045,7256
40133 2012,4219,14005,7168
40133 2013,4261,13985,7198
40133 2014,4304,13916,7141
40133 2015,4321,13884,7196
40133 2016,4359,13684,7094
40133 2017,4394,13489,6997
40133 2018,4432,13303,6843
40135 2010,6426,24112,11927
40135 2011,6597,24063,11494
40135 2012,6802,23724,11111
40135 2013,6936,23513,10961
40135 2014,7079,23507,10867
40135 2015,7300,23393,10681
40135 2016,7463,23365,10625
40135 2017,7623,23232,10479
40135 2018,7802,22977,10400
40137 2010,7810,25360,11933
40137 2011,7780,25479,11858
40137 2012,7953,25248,11703
40137 2013,8020,25235,11751
40137 2014,8057,24988,11548
40137 2015,8094,24968,11545
40137 2016,8276,24475,11286
40137 2017,8465,23879,11067
40137 2018,8632,23669,10964
40139 2010,2121,12006,6686
40139 2011,2170,12423,6652
40139 2012,2247,12610,6699
40139 2013,2306,12936,6780
40139 2014,2313,12697,6723
40139 2015,2319,12472,6648
40139 2016,2324,12215,6582
40139 2017,2345,11986,6525
40139 2018,2397,11652,6406
40141 2010,1430,4392,2178
40141 2011,1433,4399,2180
40141 2012,1465,4242,2131
40141 2013,1443,4228,2066
40141 2014,1458,4165,2061
40141 2015,1449,4133,2002
40141 2016,1443,4079,2012
40141 2017,1452,4031,1942
40141 2018,1469,3999,1880
40143 2010,73109,360612,171287
40143 2011,74196,363779,171417
40143 2012,77394,366069,172131
40143 2013,79877,369898,174398
40143 2014,82310,372933,176198
40143 2015,84765,377364,178850
40143 2016,87564,378449,180383
40143 2017,90493,376299,179935
40143 2018,93318,375128,179914
40145 2010,9260,42853,21313
40145 2011,9652,43239,21141
40145 2012,10311,43523,21158
40145 2013,10742,43714,21204
40145 2014,11172,43722,20769
40145 2015,11661,44208,20901
40145 2016,12110,44606,20990
40145 2017,12541,45288,21174
40145 2018,13057,45811,21242
40147 2010,9108,28663,13294
40147 2011,9228,28826,13305
40147 2012,9434,28862,13335
40147 2013,9567,28786,13300
40147 2014,9697,28911,13398
40147 2015,9704,28914,13488
40147 2016,9823,28645,13568
40147 2017,9976,28431,13609
40147 2018,10099,28176,13568
40149 2010,1980,6376,3256
40149 2011,1972,6366,3275
40149 2012,1950,6386,3311
40149 2013,1956,6513,3299
40149 2014,1951,6438,3238
40149 2015,1981,6519,3256
40149 2016,1991,6327,3180
40149 2017,2000,6110,3042
40149 2018,2007,6038,3082
40151 2010,1524,5258,2120
40151 2011,1507,5165,2109
40151 2012,1497,5207,2134
40151 2013,1474,5356,2156
40151 2014,1461,5480,2295
40151 2015,1489,5475,2329
40151 2016,1495,5356,2296
40151 2017,1511,5269,2284
40151 2018,1522,5136,2239
40153 2010,2867,11844,5284
40153 2011,2889,11868,5350
40153 2012,2945,12153,5571
40153 2013,2977,12444,5820
40153 2014,3035,12539,5962
40153 2015,3048,12631,5930
40153 2016,3096,12136,5738
40153 2017,3147,11804,5546
40153 2018,3178,11622,5422
41001 2010,3556,8972,3580
41001 2011,3590,8890,3578
41001 2012,3701,8762,3527
41001 2013,3777,8740,3498
41001 2014,3881,8674,3457
41001 2015,3949,8516,3408
41001 2016,4050,8487,3414
41001 2017,4144,8491,3444
41001 2018,4227,8379,3400
41003 2010,10349,54238,20987
41003 2011,10631,55078,20551
41003 2012,11241,55128,20306
41003 2013,11771,54678,19719
41003 2014,12298,54741,20182
41003 2015,12871,55180,20219
41003 2016,13545,55867,20331
41003 2017,14267,56664,20636
41003 2018,14945,56550,20606
41005 2010,51675,226847,98268
41005 2011,53435,228784,97266
41005 2012,56959,229462,96600
41005 2013,59962,231098,96346
41005 2014,63098,233929,96426
41005 2015,66095,236587,97117
41005 2016,69020,239822,97952
41005 2017,72073,242197,98551
41005 2018,75318,242586,98171
41007 2010,6210,22323,8553
41007 2011,6345,22460,8415
41007 2012,6674,22398,8336
41007 2013,6936,22022,8147
41007 2014,7299,21950,8191
41007 2015,7577,21933,8290
41007 2016,8040,22241,8405
41007 2017,8458,22348,8313
41007 2018,8918,22368,8478
41009 2010,6959,29622,12774
41009 2011,7220,29592,12590
41009 2012,7654,29130,12431
41009 2013,8153,28807,12305
41009 2014,8524,28840,12135
41009 2015,8848,28840,11968
41009 2016,9225,29584,12121
41009 2017,9504,30054,12237
41009 2018,9809,30357,12211
41011 2010,13517,36065,13429
41011 2011,13695,35965,13115
41011 2012,14115,35669,12894
41011 2013,14374,35204,12802
41011 2014,14845,34834,12688
41011 2015,15305,34554,12795
41011 2016,15750,34668,12929
41011 2017,16207,34563,13011
41011 2018,16626,34766,12997
41013 2010,4236,11695,4954
41013 2011,4348,11582,4706
41013 2012,4600,11428,4578
41013 2013,4823,11366,4511
41013 2014,5013,11442,4502
41013 2015,5214,11638,4607
41013 2016,5429,12100,4784
41013 2017,5678,12450,4963
41013 2018,5944,12779,5144
41015 2010,6282,12207,3889
41015 2011,6399,12155,3932
41015 2012,6645,11743,3869
41015 2013,6759,11609,3857
41015 2014,6909,11426,3805
41015 2015,7108,11463,3725
41015 2016,7311,11583,3717
41015 2017,7511,11517,3648
41015 2018,7800,11398,3615
41017 2010,23715,94580,39448
41017 2011,24753,95501,39385
41017 2012,26560,95634,39151
41017 2013,28522,97167,39605
41017 2014,30470,99205,39831
41017 2015,32417,101560,40267
41017 2016,34276,105264,41109
41017 2017,36246,108740,41821
41017 2018,38408,111262,42326
41019 2010,22636,60465,24533
41019 2011,22891,60431,23897
41019 2012,23768,59631,23519
41019 2013,24463,58983,23159
41019 2014,25092,58541,23069
41019 2015,25828,58364,22999
41019 2016,26602,58539,23013
41019 2017,27471,58651,23162
41019 2018,28374,58525,23384
41021 2010,424,1074,384
41021 2011,439,1109,403
41021 2012,441,1096,415
41021 2013,452,1077,414
41021 2014,468,1045,417
41021 2015,493,978,397
41021 2016,505,950,402
41021 2017,519,954,392
41021 2018,527,964,403
41023 2010,1774,4113,1577
41023 2011,1817,4027,1565
41023 2012,1861,3949,1515
41023 2013,1907,3876,1487
41023 2014,1962,3765,1463
41023 2015,2028,3723,1458
41023 2016,2044,3679,1446
41023 2017,2110,3653,1407
41023 2018,2180,3612,1384
41025 2010,1396,4169,1835
41025 2011,1415,4127,1815
41025 2012,1503,4011,1733
41025 2013,1530,3958,1672
41025 2014,1564,3935,1628
41025 2015,1610,3913,1626
41025 2016,1629,3961,1657
41025 2017,1706,3910,1670
41025 2018,1793,3883,1653
41027 2010,2832,13235,6378
41027 2011,2870,13230,6342
41027 2012,2966,13262,6330
41027 2013,3058,13283,6253
41027 2014,3170,13277,6248
41027 2015,3267,13368,6320
41027 2016,3402,13411,6290
41027 2017,3523,13637,6316
41027 2018,3666,13533,6229
41029 2010,36042,117887,49414
41029 2011,36911,118554,49273
41029 2012,38503,118402,48955
41029 2013,39970,118433,48770
41029 2014,41755,118722,48749
41029 2015,43538,119033,48861
41029 2016,45023,120061,49269
41029 2017,46599,120582,49580
41029 2018,48236,121362,49966
